category,price,discount,quantity,payment_method,order_date,delivered_date,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,delivery_days,age_group,return_probability,risk_score,risk_level
Home,90.67,0,1,COD,04-07-2024,09-07-2024,South,0,90.67,5.46,19.93,44,Female,5,36-45,0.483573697,48.36,Medium
Electronics,404.77,0.05,1,Credit Card,20-06-2024,25-06-2024,Central,0,384.53,8.51,37.63,59,Other,5,46-60,0.550613916,55.06,High
Home,81.2,0.15,1,PayPal,06-01-2025,10-01-2025,West,0,69.02,5.49,13.84,20,Male,4,18-25,0.400411724,40.04,Medium
Home,71.88,0,1,Debit Card,27-06-2025,01-07-2025,North,0,71.88,6.94,13.19,26,Female,4,26-35,0.465604553,46.56,Medium
Home,119.18,0,1,Credit Card,10-05-2025,15-05-2025,East,0,119.18,7.34,26.03,62,Male,5,60+,0.496649877,49.66,Medium
Sports,59.32,0.15,1,PayPal,08-02-2024,13-02-2024,South,0,50.42,5.94,9.19,65,Female,5,60+,0.361165633,36.12,Low
Home,19.92,0,1,Credit Card,08-07-2024,15-07-2024,East,0,19.92,4.98,0.6,19,Female,7,18-25,0.447058722,44.71,Medium
Grocery,46.92,0.2,2,Credit Card,13-01-2025,18-01-2025,East,0,75.07,7.6,-1.59,65,Male,5,60+,0.111469354,11.15,Low
Grocery,35.31,0.15,1,Debit Card,01-01-2025,04-01-2025,Central,0,30.01,4.33,-1.93,43,Female,3,36-45,0.040225886,4.02,Low
Beauty,3.97,0.15,1,UPI,30-05-2024,03-06-2024,West,0,3.37,3.14,-1.62,51,Female,4,46-60,0.187684082,18.77,Low
Beauty,21.46,0,2,UPI,30-03-2024,04-04-2024,North,0,42.92,5.62,13.69,50,Female,5,46-60,0.396473213,39.65,Medium
Home,174.25,0,1,Debit Card,10-03-2024,14-03-2024,West,0,174.25,7.79,41,64,Female,4,60+,0.532851923,53.29,High
Fashion,51.28,0.1,3,Debit Card,22-11-2023,26-11-2023,Central,0,138.46,6.77,41.69,19,Male,4,18-25,0.424140557,42.41,Medium
Grocery,6.74,0.1,1,UPI,01-09-2024,07-09-2024,South,0,6.07,3.96,-3.47,18,Female,6,18-25,0.083782916,8.38,Low
Electronics,578.43,0,1,Debit Card,06-06-2024,09-06-2024,North,0,578.43,10.11,59.3,23,Female,3,18-25,0.477272941,47.73,Medium
Home,135.59,0.3,2,Credit Card,21-12-2024,25-12-2024,West,0,189.83,6.47,46.68,21,Male,4,18-25,0.259227111,25.92,Low
Electronics,138.73,0.15,1,UPI,19-08-2025,26-08-2025,North,0,117.92,8.41,5.74,23,Male,7,18-25,0.458494395,45.85,Medium
Sports,102.9,0,5,Debit Card,06-01-2025,11-01-2025,West,0,514.5,9.4,144.95,38,Female,5,36-45,0.429146308,42.91,Medium
Fashion,20.79,0,1,PayPal,15-04-2025,23-04-2025,East,0,20.79,4.27,3.01,62,Female,8,60+,0.561970877,56.2,High
Grocery,12.93,0,1,COD,14-06-2025,19-06-2025,North,0,12.93,4.52,-3.49,50,Male,5,46-60,0.087639977,8.76,Low
Home,200.29,0,1,Wallet,02-04-2024,07-04-2024,Central,0,200.29,8.42,47.66,56,Female,5,46-60,0.535335189,53.53,High
Grocery,5.74,0.05,1,Wallet,04-08-2024,09-08-2024,West,0,5.45,3.27,-2.83,22,Female,5,18-25,0.118096927,11.81,Low
Grocery,5.37,0.05,1,PayPal,23-05-2025,26-05-2025,North,0,5.1,3.75,-3.34,52,Male,3,46-60,0.133873976,13.39,Low
Toys,27.51,0,2,Debit Card,02-10-2023,06-10-2023,West,1,55.02,5.6,16.41,49,Female,4,46-60,0.38861347,38.86,Medium
Beauty,20.4,0,1,Wallet,10-12-2023,15-12-2023,Central,0,20.4,4.75,4.43,52,Female,5,46-60,0.417138143,41.71,Medium
Electronics,98.56,0.2,1,Wallet,26-06-2025,03-07-2025,East,0,78.85,7.45,2.01,53,Male,7,46-60,0.498805679,49.88,Medium
Grocery,11.39,0.05,1,Wallet,16-02-2024,23-02-2024,North,0,10.82,4.44,-3.57,50,Female,7,46-60,0.109366118,10.94,Low
Toys,23.4,0.05,4,PayPal,11-09-2025,17-09-2025,East,0,88.92,7.49,28.08,46,Male,6,46-60,0.373660026,37.37,Medium
Fashion,38.23,0,1,COD,10-02-2025,14-02-2025,North,1,38.23,5.7,7.68,29,Female,4,26-35,0.596555582,59.66,High
Home,138.85,0,1,Credit Card,13-07-2025,18-07-2025,West,0,138.85,8.05,30.83,29,Male,5,26-35,0.498178682,49.82,Medium
Electronics,197.52,0.2,1,Wallet,02-10-2024,08-10-2024,South,0,158.02,8.62,10.34,19,Male,6,18-25,0.454446965,45.44,Medium
Sports,216.72,0.1,1,Credit Card,11-01-2025,15-01-2025,Central,0,195.05,7.62,50.9,40,Female,4,36-45,0.509486765,50.95,High
Electronics,139.18,0.1,1,Credit Card,01-12-2023,04-12-2023,North,0,125.26,5.54,9.49,41,Female,3,36-45,0.426606467,42.66,Medium
Sports,42.49,0.15,2,UPI,04-05-2025,09-05-2025,North,0,72.23,6.84,14.83,18,Male,5,18-25,0.416245172,41.62,Medium
Sports,156.1,0,1,Debit Card,18-06-2025,23-06-2025,West,0,156.1,7.05,39.78,24,Female,5,18-25,0.478165603,47.82,Medium
Fashion,7.93,0.3,2,Credit Card,14-01-2024,18-01-2024,North,0,11.1,3.52,0.36,29,Female,4,26-35,0.303043779,30.3,Low
Grocery,58.57,0,1,Credit Card,16-04-2025,21-04-2025,Central,0,58.57,7.33,-2.64,31,Male,5,26-35,0.043830658,4.38,Low
Toys,21.5,0.1,1,Debit Card,14-03-2025,23-03-2025,East,1,19.35,4.95,2.79,46,Male,9,46-60,0.374754384,37.48,Medium
Home,226.9,0,3,COD,03-11-2024,06-11-2024,North,0,680.7,12.87,177.73,29,Other,3,26-35,0.352473817,35.25,Low
Grocery,12.55,0.05,1,Debit Card,12-11-2024,17-11-2024,South,0,11.92,2.54,-1.59,59,Male,5,46-60,0.071674507,7.17,Low
Toys,32.35,0,2,Credit Card,25-11-2023,30-11-2023,South,0,64.7,4.5,21.38,26,Male,5,26-35,0.325555234,32.56,Low
Sports,66,0.2,1,Credit Card,14-04-2025,18-04-2025,West,0,52.8,5.81,10.03,59,Female,4,46-60,0.332158257,33.22,Low
Electronics,329.43,0,1,Credit Card,22-08-2024,26-08-2024,West,0,329.43,8.71,30.82,65,Male,4,60+,0.545470182,54.55,High
Home,152.79,0.05,1,Credit Card,26-07-2024,30-07-2024,North,0,145.15,6.31,34.33,53,Female,4,46-60,0.403370014,40.34,Medium
Toys,47.67,0,1,Debit Card,15-10-2023,19-10-2023,West,0,47.67,6.4,12.67,32,Female,4,26-35,0.452318338,45.23,Medium
Beauty,3.87,0,2,Credit Card,07-12-2024,13-12-2024,East,0,7.74,4.15,-0.67,42,Male,6,36-45,0.400124903,40.01,Medium
Beauty,5.83,0,1,Credit Card,18-05-2025,25-05-2025,East,0,5.83,2.78,-0.16,20,Female,7,18-25,0.311863337,31.19,Low
Grocery,16.45,0,1,PayPal,14-09-2023,18-09-2023,Central,0,16.45,4.59,-3.27,47,Female,4,46-60,0.102713178,10.27,Low
Electronics,187.2,0.05,1,Credit Card,14-09-2023,17-09-2023,Central,0,177.84,9.37,11.97,67,Other,3,60+,0.479605978,47.96,Medium
Electronics,418.02,0,1,Debit Card,05-11-2024,08-11-2024,North,0,418.02,9.35,40.81,24,Female,3,18-25,0.526818214,52.68,High
Grocery,4.4,0,2,Credit Card,18-06-2024,24-06-2024,East,0,8.8,4.55,-3.85,52,Male,6,46-60,0.151966757,15.2,Low
Electronics,371.61,0,1,UPI,31-05-2024,06-06-2024,East,0,371.61,8.71,35.88,37,Male,6,36-45,0.568367181,56.84,High
Fashion,36.97,0,2,PayPal,09-01-2025,14-01-2025,East,0,73.94,7.2,18.68,55,Male,5,46-60,0.564434261,56.44,High
Grocery,2.73,0,1,Credit Card,01-12-2023,07-12-2023,West,0,2.73,1.48,-1.26,48,Female,6,46-60,0.037188683,3.72,Low
Sports,270.69,0,1,UPI,11-05-2025,15-05-2025,Central,0,270.69,7.58,73.63,36,Female,4,36-45,0.466257135,46.63,Medium
Sports,164.5,0.15,1,Debit Card,01-06-2024,05-06-2024,South,1,139.82,7.25,34.7,37,Female,4,36-45,0.535680542,53.57,High
Sports,159.37,0,2,Debit Card,12-02-2024,19-02-2024,Central,0,318.74,8.53,87.09,24,Female,7,18-25,0.435121268,43.51,Medium
Fashion,63.69,0,1,Debit Card,24-03-2024,31-03-2024,South,1,63.69,7.86,14.43,54,Female,7,46-60,0.591521278,59.15,High
Beauty,3.53,0.05,1,Debit Card,18-02-2024,23-02-2024,West,0,3.35,3.47,-1.96,58,Other,5,46-60,0.246318518,24.63,Low
Beauty,20.21,0,3,Debit Card,08-08-2025,15-08-2025,South,1,60.63,6.1,21.18,25,Male,7,18-25,0.419262291,41.93,Medium
Fashion,73.35,0,1,Credit Card,17-05-2025,21-05-2025,West,0,73.35,7.06,18.61,26,Male,4,26-35,0.601352062,60.14,High
Toys,6.8,0,1,Credit Card,30-07-2025,03-08-2025,Central,0,6.8,2.88,-0.16,22,Female,4,18-25,0.297634447,29.76,Low
Fashion,51.96,0,1,PayPal,18-05-2025,22-05-2025,South,0,51.96,5.87,12.32,53,Male,4,46-60,0.567585799,56.76,High
Electronics,911.87,0.05,1,Credit Card,18-06-2025,25-06-2025,East,0,866.28,9.12,94.83,39,Other,7,36-45,0.522524616,52.25,High
Fashion,73.74,0.05,1,UPI,23-10-2023,26-10-2023,North,0,70.05,5.86,18.66,58,Male,3,46-60,0.518726941,51.87,High
Home,114.45,0.2,1,Credit Card,20-12-2024,27-12-2024,West,0,91.56,7.24,18.4,25,Female,7,18-25,0.433329001,43.33,Medium
Grocery,5.88,0,1,PayPal,08-01-2024,14-01-2024,Central,0,5.88,3.32,-2.85,33,Female,6,26-35,0.097238182,9.72,Low
Home,143.26,0.05,1,Debit Card,17-02-2025,24-02-2025,East,0,136.1,7.8,30.31,47,Male,7,46-60,0.52354632,52.35,High
Electronics,457.28,0.1,1,COD,28-09-2024,03-10-2024,East,0,411.55,9.42,39.97,32,Female,5,26-35,0.575960994,57.6,High
Fashion,54.93,0.05,1,Credit Card,17-08-2025,20-08-2025,North,0,52.18,5.99,12.27,39,Female,3,36-45,0.544058204,54.41,High
Beauty,37.5,0.15,2,Credit Card,05-05-2025,08-05-2025,North,1,63.75,6.72,21.97,42,Female,3,36-45,0.483478538,48.35,Medium
Electronics,156.42,0,1,COD,15-02-2025,19-02-2025,North,1,156.42,6.69,12.08,27,Female,4,26-35,0.441458745,44.15,Medium
Electronics,280.39,0.1,1,Wallet,09-12-2024,14-12-2024,East,0,252.35,7.71,22.57,18,Female,5,18-25,0.52072017,52.07,High
Sports,88.23,0,1,Debit Card,08-12-2023,11-12-2023,North,0,88.23,7.5,18.97,58,Male,3,46-60,0.487578771,48.76,Medium
Toys,3.85,0.05,2,COD,18-02-2025,23-02-2025,South,0,7.32,2.19,0.74,26,Female,5,26-35,0.351594094,35.16,Low
Toys,5.82,0.2,3,Credit Card,12-05-2025,15-05-2025,North,0,13.97,3.68,1.91,64,Female,3,60+,0.217983785,21.8,Low
Toys,9.2,0,2,COD,01-04-2024,05-04-2024,North,0,18.4,4.22,3.14,46,Male,4,46-60,0.37482525,37.48,Medium
Home,16.44,0,1,COD,07-08-2025,11-08-2025,West,0,16.44,4.36,0.24,58,Male,4,46-60,0.445169544,44.52,Medium
Sports,36.16,0,1,UPI,28-05-2024,01-06-2024,Central,0,36.16,6.17,4.68,21,Female,4,18-25,0.396875875,39.69,Medium
Beauty,21.09,0.15,1,Wallet,18-12-2024,22-12-2024,Central,0,17.93,3.62,4.45,32,Male,4,26-35,0.412788217,41.28,Medium
Electronics,303.61,0,2,Debit Card,27-01-2024,31-01-2024,West,0,607.22,7.66,65.21,51,Female,4,46-60,0.511569965,51.16,High
Home,47.78,0,1,Debit Card,29-12-2024,01-01-2025,Central,0,47.78,7.35,6.03,55,Female,3,46-60,0.430758317,43.08,Medium
Electronics,1001.55,0.15,1,Debit Card,25-03-2025,29-03-2025,North,0,851.32,9.43,92.73,58,Male,4,46-60,0.492702566,49.27,Medium
Electronics,254.6,0.1,3,Credit Card,18-11-2024,22-11-2024,North,0,687.42,10.27,72.22,56,Female,4,46-60,0.544594184,54.46,High
Electronics,379.59,0,1,COD,21-06-2025,27-06-2025,East,1,379.59,8.4,37.15,67,Male,6,60+,0.58583967,58.58,High
Grocery,1.41,0.05,2,Debit Card,08-02-2024,15-02-2024,South,0,2.68,2.56,-2.35,61,Male,7,60+,0.078283265,7.83,Low
Toys,12.02,0,1,Credit Card,18-11-2024,23-11-2024,South,0,12.02,4,0.81,48,Other,5,46-60,0.446002362,44.6,Medium
Home,112.85,0.2,1,Debit Card,17-04-2025,22-04-2025,East,0,90.28,7.41,17.87,65,Male,5,60+,0.488394995,48.84,Medium
Fashion,23.4,0,4,COD,17-02-2024,21-02-2024,South,0,93.6,5.77,26.99,55,Female,4,46-60,0.497987781,49.8,Medium
Electronics,111.09,0,1,Credit Card,30-10-2023,02-11-2023,North,0,111.09,8.45,4.88,52,Female,3,46-60,0.469107407,46.91,Medium
Home,39.57,0,3,UPI,15-06-2024,21-06-2024,South,1,118.71,7.01,26.23,24,Female,6,18-25,0.440785796,44.08,Medium
Beauty,18.4,0.1,1,Debit Card,03-03-2024,09-03-2024,East,0,16.56,4.71,2.74,19,Female,6,18-25,0.442898795,44.29,Medium
Toys,3.45,0,1,Credit Card,17-07-2024,22-07-2024,West,0,3.45,3.04,-1.66,28,Female,5,26-35,0.307462654,30.75,Low
Electronics,136.83,0.15,1,Debit Card,29-05-2024,02-06-2024,North,0,116.31,9.71,4.25,33,Male,4,26-35,0.490215456,49.02,Medium
Home,177.39,0,1,Debit Card,04-02-2024,09-02-2024,West,0,177.39,8.1,41.57,56,Female,5,46-60,0.530625639,53.06,High
Grocery,4.18,0,1,Debit Card,24-06-2025,29-06-2025,East,0,4.18,2.76,-2.43,18,Male,5,18-25,0.198528599,19.85,Low
Electronics,90.42,0,1,Credit Card,07-01-2024,11-01-2024,North,0,90.42,7.35,3.5,19,Male,4,18-25,0.503600157,50.36,High
Home,21.52,0,1,COD,16-08-2024,19-08-2024,North,0,21.52,6.21,-0.18,30,Male,3,26-35,0.440482508,44.05,Medium
Fashion,225.53,0,1,Credit Card,20-08-2025,24-08-2025,Central,0,225.53,8.88,70.06,29,Male,4,26-35,0.425273969,42.53,Medium
Electronics,79.53,0,1,COD,15-02-2024,19-02-2024,Central,0,79.53,7.91,1.63,64,Male,4,60+,0.60439517,60.44,High
Toys,13.18,0.05,1,Credit Card,11-01-2024,18-01-2024,East,0,12.52,4.2,0.81,46,Male,7,46-60,0.430072311,43.01,Medium
Sports,80.36,0,1,COD,18-01-2024,23-01-2024,West,0,80.36,7.08,17.03,46,Male,5,46-60,0.460959299,46.1,Medium
Home,449.81,0,1,COD,02-09-2025,06-09-2025,North,1,449.81,9.17,116.78,47,Female,4,46-60,0.484468207,48.45,Medium
Home,301.95,0,2,Credit Card,29-07-2025,04-08-2025,West,0,603.9,11.03,158.06,67,Female,6,60+,0.414161887,41.42,Medium
Toys,7.34,0,2,Debit Card,07-09-2024,12-09-2024,West,0,14.68,3.54,2.33,46,Female,5,46-60,0.437062411,43.71,Medium
Electronics,78.76,0,3,Credit Card,13-02-2025,18-02-2025,West,0,236.28,7,21.35,21,Male,5,18-25,0.449877268,44.99,Medium
Electronics,237.24,0.05,1,UPI,14-03-2024,20-03-2024,East,0,225.38,8.52,18.53,51,Male,6,46-60,0.575474926,57.55,High
Grocery,2.4,0,1,Credit Card,07-09-2025,14-09-2025,East,0,2.4,1.88,-1.69,47,Male,7,46-60,0.083160735,8.32,Low
Toys,42.29,0.2,1,Credit Card,04-10-2024,10-10-2024,East,0,33.83,5.12,8.41,31,Female,6,26-35,0.407783314,40.78,Medium
Toys,25.93,0.2,1,Credit Card,23-02-2025,28-02-2025,South,0,20.74,6.38,1.92,53,Female,5,46-60,0.399402873,39.94,Medium
Beauty,73.53,0.05,1,Credit Card,29-06-2024,05-07-2024,East,0,69.85,5.76,25.67,41,Male,6,36-45,0.452113757,45.21,Medium
Fashion,46.43,0,1,Debit Card,15-04-2025,22-04-2025,East,0,46.43,4.02,12.23,58,Other,7,46-60,0.52246925,52.25,High
Grocery,6.97,0,1,Credit Card,04-07-2024,07-07-2024,Central,0,6.97,2.57,-2.01,51,Other,3,46-60,0.085429568,8.54,Low
Home,101.44,0,4,UPI,11-10-2023,17-10-2023,West,0,405.76,9.62,103.99,48,Female,6,46-60,0.438441958,43.84,Medium
Fashion,13.62,0.05,1,UPI,13-12-2023,16-12-2023,Central,0,12.94,5.23,-0.7,68,Female,3,60+,0.360757957,36.08,Low
Home,91.88,0,1,Debit Card,03-03-2025,07-03-2025,South,0,91.88,7.97,17.76,31,Male,4,26-35,0.483763909,48.38,Medium
Electronics,2211.69,0,2,Credit Card,18-08-2025,22-08-2025,North,1,4423.38,12.66,518.15,64,Female,4,60+,0.482108876,48.21,Medium
Fashion,62.66,0,2,Credit Card,30-10-2023,04-11-2023,South,0,125.32,7.28,36.58,27,Female,5,26-35,0.570434128,57.04,High
Fashion,8.17,0,1,Credit Card,10-12-2024,15-12-2024,East,0,8.17,3.79,-0.93,37,Female,5,36-45,0.485519052,48.55,Medium
Electronics,470.36,0.05,2,Debit Card,19-06-2025,26-06-2025,South,0,893.68,10.86,96.38,48,Female,7,46-60,0.488154386,48.82,Medium
Electronics,84.48,0,1,Debit Card,02-11-2024,05-11-2024,Central,0,84.48,7.58,2.56,58,Female,3,46-60,0.550107721,55.01,High
Fashion,29.35,0.05,1,Debit Card,22-01-2025,28-01-2025,West,1,27.88,4.8,4.96,24,Male,6,18-25,0.60100031,60.1,High
Electronics,551.46,0,2,Debit Card,28-03-2024,02-04-2024,West,0,1102.92,9.81,122.54,18,Female,5,18-25,0.459610984,45.96,Medium
Electronics,94.55,0.1,1,Debit Card,18-09-2023,22-09-2023,North,0,85.1,6.98,3.23,62,Female,4,60+,0.544927094,54.49,High
Electronics,162.57,0,3,PayPal,25-07-2024,30-07-2024,West,0,487.71,9.28,49.25,22,Male,5,18-25,0.501764084,50.18,High
Fashion,15.68,0,1,Debit Card,10-06-2024,18-06-2024,North,0,15.68,3.92,1.57,27,Female,8,26-35,0.551222499,55.12,High
Home,278.73,0.05,1,PayPal,01-10-2024,06-10-2024,West,0,264.79,8.53,65.61,51,Male,5,46-60,0.56203066,56.2,High
Beauty,6.92,0,1,UPI,03-01-2024,07-01-2024,West,0,6.92,4.63,-1.52,55,Female,4,46-60,0.301030442,30.1,Low
Fashion,42.73,0,1,Credit Card,02-02-2025,06-02-2025,South,0,42.73,7.55,7.41,23,Male,4,18-25,0.513059498,51.31,High
Electronics,154.66,0.1,1,Credit Card,28-02-2024,03-03-2024,South,0,139.19,5.92,10.78,32,Female,4,26-35,0.415701071,41.57,Medium
Grocery,10.32,0,1,Debit Card,05-08-2025,08-08-2025,Central,0,10.32,2.2,-1.37,24,Male,3,18-25,0.190154191,19.02,Low
Home,34.12,0,1,Wallet,21-10-2024,29-10-2024,East,0,34.12,5.79,3.76,65,Female,8,60+,0.40413986,40.41,Medium
Sports,149.35,0,1,Credit Card,16-09-2023,20-09-2023,North,0,149.35,7.72,37.08,59,Male,4,46-60,0.473766027,47.38,Medium
Sports,111.32,0.15,1,Credit Card,18-12-2024,23-12-2024,West,0,94.62,7.43,20.96,45,Male,5,36-45,0.518940144,51.89,High
Fashion,7.18,0,2,Debit Card,08-10-2023,11-10-2023,North,0,14.36,4.33,0.7,56,Male,3,46-60,0.352363449,35.24,Low
Beauty,75.23,0,1,Wallet,04-08-2024,09-08-2024,South,0,75.23,7.51,26.34,54,Female,5,46-60,0.501032004,50.1,High
Beauty,57.75,0.1,2,Debit Card,28-01-2025,02-02-2025,West,0,103.95,7.42,39.36,29,Male,5,26-35,0.491130904,49.11,Medium
Fashion,22.38,0,3,PayPal,28-08-2025,03-09-2025,West,0,67.14,6.85,16.65,20,Female,6,18-25,0.485590074,48.56,Medium
Sports,43.94,0,2,Debit Card,20-11-2024,24-11-2024,Central,1,87.88,6.23,20.13,54,Female,4,46-60,0.46476267,46.48,Medium
Toys,15.6,0,3,Debit Card,01-10-2023,06-10-2023,South,0,46.8,6.14,12.58,38,Female,5,36-45,0.385230332,38.52,Medium
Home,137.09,0.15,1,Credit Card,09-08-2024,12-08-2024,Central,0,116.53,6.02,26.61,46,Male,3,46-60,0.423898099,42.39,Medium
Electronics,161.78,0,1,UPI,23-08-2025,28-08-2025,West,0,161.78,8.65,10.76,23,Male,5,18-25,0.509372895,50.94,High
Fashion,83,0.1,1,Wallet,29-02-2024,05-03-2024,West,0,74.7,6.68,19.46,63,Female,5,60+,0.578716982,57.87,High
Electronics,76.57,0,1,Debit Card,22-09-2023,26-09-2023,West,0,76.57,5.97,3.22,33,Male,4,26-35,0.571461944,57.15,High
Electronics,214.85,0,1,UPI,07-01-2025,10-01-2025,North,0,214.85,7.08,18.7,28,Male,3,26-35,0.490700459,49.07,Medium
Home,116.85,0,2,COD,17-01-2025,22-01-2025,Central,0,233.7,8.82,56.62,19,Male,5,18-25,0.496501202,49.65,Medium
Fashion,84.05,0,1,Debit Card,19-02-2025,23-02-2025,South,0,84.05,6.21,23.21,68,Female,4,60+,0.598940661,59.89,High
Grocery,28.05,0.15,3,Debit Card,09-09-2024,14-09-2024,North,0,71.53,5.77,-0.05,61,Male,5,60+,0.179582374,17.96,Low
Sports,37.56,0,3,Credit Card,03-09-2024,06-09-2024,North,0,112.68,7.37,26.43,32,Female,3,26-35,0.384501826,38.45,Medium
Home,46.32,0.15,1,Credit Card,11-07-2024,14-07-2024,Central,0,39.37,5.98,5.04,58,Male,3,46-60,0.397614475,39.76,Medium
Electronics,199.27,0.1,1,Credit Card,08-05-2024,12-05-2024,South,0,179.34,9.01,12.51,67,Female,4,60+,0.529684462,52.97,High
Electronics,231.3,0.1,1,Debit Card,16-02-2024,22-02-2024,Central,0,208.17,8.85,16.13,18,Female,6,18-25,0.477243267,47.72,Medium
Toys,39.1,0,1,COD,04-03-2025,09-03-2025,South,0,39.1,4.96,10.68,31,Female,5,26-35,0.467072597,46.71,Medium
Home,11,0,1,Debit Card,30-03-2024,03-04-2024,North,0,11,1.32,1.76,66,Female,4,60+,0.304974415,30.5,Low
Electronics,425.39,0.05,1,COD,18-03-2025,21-03-2025,North,0,404.12,9.7,38.79,30,Male,3,26-35,0.574203172,57.42,High
Toys,6.89,0,1,COD,21-06-2025,26-06-2025,Central,0,6.89,1.41,1.35,69,Male,5,60+,0.187482722,18.75,Low
Fashion,110.24,0,2,COD,20-09-2023,25-09-2023,South,0,220.48,8.77,68.4,68,Female,5,60+,0.509716674,50.97,High
Home,60.27,0,5,Debit Card,11-03-2025,16-03-2025,South,0,301.35,6.84,77.54,24,Female,5,18-25,0.420646147,42.06,Medium
Grocery,11.15,0,2,UPI,27-09-2024,01-10-2024,North,0,22.3,4.76,-2.98,60,Female,4,46-60,0.04139026,4.14,Low
Electronics,179.69,0.15,1,Credit Card,12-11-2023,15-11-2023,Central,0,152.74,8.24,10.09,56,Female,3,46-60,0.523179821,52.32,High
Sports,64.46,0,3,UPI,10-12-2023,13-12-2023,Central,0,193.38,10.13,47.88,50,Male,3,46-60,0.407697591,40.77,Medium
Grocery,10.73,0,2,Credit Card,06-11-2024,11-11-2024,North,0,21.46,5.89,-4.17,26,Male,5,26-35,0.031560424,3.16,Low
Electronics,497.36,0.15,2,UPI,15-01-2024,19-01-2024,South,0,845.51,9.15,92.31,58,Male,4,46-60,0.534408631,53.44,High
Toys,4.53,0.1,1,Credit Card,26-04-2024,30-04-2024,North,0,4.08,0.76,0.87,48,Male,4,46-60,0.190495282,19.05,Low
Home,67.17,0,1,Debit Card,01-11-2023,06-11-2023,South,0,67.17,6.18,12.63,65,Male,5,60+,0.479883271,47.99,Medium
Toys,22.07,0,3,Credit Card,11-05-2024,16-05-2024,South,0,66.21,7.31,19.17,69,Other,5,60+,0.346305599,34.63,Low
Fashion,48.69,0.05,3,Debit Card,02-11-2023,06-11-2023,Central,0,138.77,9.26,39.31,59,Female,4,46-60,0.457641491,45.76,Medium
Grocery,20.99,0.05,1,UPI,08-11-2024,14-11-2024,Central,0,19.94,4.64,-3.04,31,Female,6,26-35,0.03580904,3.58,Low
Sports,226.22,0.1,2,Credit Card,30-04-2025,05-05-2025,East,0,407.2,9.08,113.08,21,Female,5,18-25,0.478440937,47.84,Medium
Beauty,5.42,0,4,Credit Card,20-09-2024,26-09-2024,East,0,21.68,4.75,5.01,59,Female,6,46-60,0.340809192,34.08,Low
Toys,26.61,0,1,Credit Card,03-10-2023,07-10-2023,Central,0,26.61,4.45,6.19,34,Male,4,26-35,0.430390281,43.04,Medium
Home,53.99,0.1,1,Credit Card,30-07-2024,03-08-2024,North,0,48.59,3.54,10.07,33,Male,4,26-35,0.378770376,37.88,Medium
Fashion,37.28,0,1,Credit Card,21-11-2023,26-11-2023,South,1,37.28,5.16,7.89,59,Female,5,46-60,0.608677071,60.87,High
Fashion,53.59,0.05,1,COD,24-04-2024,28-04-2024,North,1,50.91,6.94,10.88,60,Male,4,46-60,0.602108016,60.21,High
Fashion,13.03,0,3,Wallet,19-05-2025,24-05-2025,Central,0,39.09,6.5,7.18,67,Male,5,60+,0.550891267,55.09,High
Beauty,13.43,0.05,1,Credit Card,30-05-2025,03-06-2025,Central,0,12.76,2.77,2.97,42,Female,4,36-45,0.404109094,40.41,Medium
Toys,75.42,0,1,UPI,23-08-2025,27-08-2025,West,0,75.42,7.1,23.07,68,Male,4,60+,0.423864098,42.39,Medium
Home,29.29,0.1,1,PayPal,23-01-2024,27-01-2024,South,0,26.36,3.78,3.6,34,Female,4,26-35,0.436499919,43.65,Medium
Home,21.46,0,1,UPI,01-11-2023,05-11-2023,Central,1,21.46,5.35,0.66,41,Male,4,36-45,0.490585207,49.06,Medium
Toys,37.65,0,1,Debit Card,27-02-2025,03-03-2025,Central,0,37.65,6.05,9.01,42,Female,4,36-45,0.491753722,49.18,Medium
Fashion,32.69,0,1,Debit Card,31-05-2024,03-06-2024,North,0,32.69,6.64,4.8,42,Male,3,36-45,0.56008844,56.01,High
Sports,120.46,0.05,2,Credit Card,02-12-2023,06-12-2023,South,0,228.87,9.89,58.77,39,Female,4,36-45,0.462165559,46.22,Medium
Electronics,168.59,0,1,Credit Card,09-04-2024,13-04-2024,North,0,168.59,6.23,14,63,Female,4,60+,0.419251003,41.93,Medium
Electronics,121.89,0,1,Debit Card,11-01-2024,15-01-2024,Central,0,121.89,6.17,8.46,64,Male,4,60+,0.435938316,43.59,Medium
Sports,33.49,0,1,Credit Card,31-05-2024,04-06-2024,South,0,33.49,6.06,3.99,46,Female,4,46-60,0.372567454,37.26,Medium
Electronics,120.73,0,1,PayPal,11-06-2024,15-06-2024,Central,0,120.73,6.55,7.94,20,Male,4,18-25,0.405233232,40.52,Medium
Electronics,142.19,0.05,1,Debit Card,13-07-2024,17-07-2024,Central,0,135.08,7.32,8.89,52,Female,4,46-60,0.553381123,55.34,High
Beauty,9.13,0,1,UPI,07-10-2023,11-10-2023,Central,0,9.13,3.24,0.87,34,Male,4,26-35,0.380339985,38.03,Medium
Home,231.25,0,1,Debit Card,21-01-2025,26-01-2025,South,0,231.25,9.1,55.65,30,Male,5,26-35,0.513214869,51.32,High
Beauty,21.67,0,1,Credit Card,26-01-2024,30-01-2024,Central,0,21.67,5.39,4.36,20,Male,4,18-25,0.425599559,42.56,Medium
